DateTime,Sensor_id,Vendor,SensorModel,LAT,LONG,Zone,NoiseLevel_db,AlertTriggered,SensorStatus
2021-05-08T01:23:31,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,73,None,Normal
2021-05-08T01:33:31,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,62,None,Normal
2021-05-08T01:39:11,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,58,None,Normal
2021-05-08T01:49:11,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,54,None,Normal
2021-05-08T01:59:14,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,54,None,Normal
2021-05-08T02:09:19,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,58,None,Normal
2021-05-08T02:19:22,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T02:29:22,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,70,None,Normal
2021-05-08T02:39:22,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T02:49:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T02:59:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T03:09:25,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,63,None,Normal
2021-05-08T03:19:26,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T03:29:27,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,55,None,Normal
2021-05-08T03:39:31,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T03:49:32,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T03:59:32,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T04:09:32,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T04:19:33,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T04:29:36,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T04:39:37,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,67,None,Normal
2021-05-08T04:49:38,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T04:59:38,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T05:09:42,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T05:19:46,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,75,None,Normal
2021-05-08T05:29:50,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T05:39:55,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T05:49:59,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,65,None,Normal
2021-05-08T06:00:03,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,74,None,Normal
2021-05-08T06:10:07,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T06:20:12,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T06:30:15,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T06:40:20,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,67,None,Normal
2021-05-08T06:50:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,77,None,Normal
2021-05-08T07:00:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T07:10:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,74,None,Normal
2021-05-08T07:20:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T07:30:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,63,None,Normal
2021-05-08T07:40:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T07:50:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T08:00:25,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T08:10:26,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T08:20:26,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T08:30:26,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,80,None,Normal
2021-05-08T08:40:27,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T08:50:28,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T09:00:30,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,62,None,Normal
2021-05-08T09:10:35,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T09:20:37,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T09:30:42,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T09:40:44,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,82,None,Normal
2021-05-08T09:50:49,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T10:00:51,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T10:10:56,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T10:20:58,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,69,None,Normal
2021-05-08T10:31:03,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T10:41:05,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T10:51:10,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T11:01:12,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,72,None,Normal
2021-05-08T11:11:17,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T11:21:19,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T11:31:25,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,55,None,Normal
2021-05-08T11:41:30,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T11:51:32,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T12:01:34,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T12:11:39,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,72,None,Normal
2021-05-08T12:21:40,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T12:31:46,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T12:41:46,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,73,None,Normal
2021-05-08T12:51:53,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T13:01:54,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T13:11:59,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T13:22:01,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T13:32:06,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T13:42:08,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T13:52:13,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T14:02:15,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,70,None,Normal
2021-05-08T14:12:20,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,58,None,Normal
2021-05-08T14:22:21,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T14:32:29,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,58,None,Normal
2021-05-08T14:42:28,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,66,None,Normal
2021-05-08T14:52:33,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,67,None,Normal
2021-05-08T15:02:35,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,68,None,Normal
2021-05-08T15:12:40,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T15:22:42,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T15:33:15,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T15:43:15,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,72,None,Normal
2021-05-08T15:53:16,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,62,None,Normal
2021-05-08T16:03:17,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T16:13:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,61,None,Normal
2021-05-08T16:23:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,54,None,Normal
2021-05-08T16:33:23,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,65,None,Normal
2021-05-08T16:43:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,64,None,Normal
2021-05-08T16:53:24,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,62,None,Normal
2021-05-08T17:03:25,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T17:13:26,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T17:23:29,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T17:33:30,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,63,None,Normal
2021-05-08T17:43:31,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,67,None,Normal
2021-05-08T17:53:33,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,76,None,Normal
2021-05-08T18:03:34,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,57,None,Normal
2021-05-08T18:13:41,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,58,None,Normal
2021-05-08T18:23:42,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,62,None,Normal
2021-05-08T18:33:44,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-08T18:43:47,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,56,None,Normal
2021-05-08T18:53:48,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,71,None,Normal
2021-05-08T19:03:49,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,59,None,Normal
2021-05-08T19:13:49,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,65,None,Normal
2021-05-08T19:23:49,6dee283d397b9803,ATT,AQM-01-00-01-00-01-00-GY,29.50752,-98.581368,Medical Center,60,None,Normal
2021-05-07T00:02:50,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T00:12:50,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,59,None,Normal
2021-05-07T00:22:51,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,57,None,Normal
2021-05-07T00:32:50,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,68,None,Normal
2021-05-07T00:42:50,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T00:52:52,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T01:02:53,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T01:12:54,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T01:22:57,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T01:32:57,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,63,None,Normal
2021-05-07T01:35:56,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,61,None,Normal
2021-05-07T01:45:57,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,77,None,Normal
2021-05-07T01:55:57,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,82,None,Normal
2021-05-07T02:05:58,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T02:16:03,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T02:26:06,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T02:36:06,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T02:46:06,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,76,None,Normal
2021-05-07T02:56:06,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T03:06:07,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T03:16:07,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T03:26:07,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,61,None,Normal
2021-05-07T03:36:08,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,69,None,Normal
2021-05-07T03:46:11,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,73,None,Normal
2021-05-07T03:56:13,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,68,None,Normal
2021-05-07T04:06:14,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T04:16:15,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T04:26:18,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,77,None,Normal
2021-05-07T04:36:18,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T04:46:18,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,62,None,Normal
2021-05-07T04:56:19,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,70,None,Normal
2021-05-07T05:06:19,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T05:16:20,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T05:26:24,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T05:36:28,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,69,None,Normal
2021-05-07T05:46:28,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T05:56:32,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T06:06:36,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T06:16:39,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,77,None,Normal
2021-05-07T06:26:43,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T06:36:47,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T06:46:51,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T06:56:55,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,73,None,Normal
2021-05-07T07:06:59,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T07:17:00,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T07:27:04,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T07:37:07,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,70,None,Normal
2021-05-07T07:47:13,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T07:57:16,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T08:07:21,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,73,None,Normal
2021-05-07T08:17:24,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,69,None,Normal
2021-05-07T08:27:28,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T08:37:32,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T08:47:36,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,73,None,Normal
2021-05-07T08:57:39,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,63,None,Normal
2021-05-07T09:07:44,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,77,None,Normal
2021-05-07T09:17:44,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T09:27:49,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T09:37:52,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,76,None,Normal
2021-05-07T09:48:00,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T09:57:58,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,69,None,Normal
2021-05-07T10:07:59,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,69,None,Normal
2021-05-07T10:18:02,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T10:28:07,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,71,None,Normal
2021-05-07T10:38:13,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T10:48:21,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T10:58:18,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T11:08:23,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T11:18:26,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T11:28:30,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T11:38:33,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,67,None,Normal
2021-05-07T11:48:35,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,74,None,Normal
2021-05-07T11:58:41,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T12:08:45,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T12:18:48,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,66,None,Normal
2021-05-07T12:28:53,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T12:38:58,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,64,None,Normal
2021-05-07T12:49:01,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T12:59:04,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,65,None,Normal
2021-05-07T13:09:09,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,72,None,Normal
2021-05-07T13:19:10,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,70,None,Normal
2021-05-07T13:29:14,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,70,None,Normal
2021-05-07T13:39:17,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,61,None,Normal
2021-05-07T13:49:17,63e0b0eae3495a39,ATT,AQM-01-00-01-00-01-00-GY,29.51007,-98.580288,Medical Center,60,None,Normal
